258,342,335
295,486,366
131,368,97
77,123,324
350,77,496
266,488,433
464,500,280
273,139,475
138,161,362
95,4,302
62,348,333
144,3,133
147,404,268
374,243,85
140,443,126
232,497,1
461,278,425
48,465,120
187,167,183
197,17,310
215,225,429
447,484,371
186,341,292
112,13,311
186,67,13
348,207,131
193,476,419
439,477,444
374,135,422
500,112,152
428,356,427
173,497,279
427,21,3
150,382,347
193,273,496
60,353,191
80,148,12
114,3,28
170,439,385
487,292,16
45,279,139
194,446,175
189,35,436
421,89,227
262,212,291
470,209,283
413,194,500
113,285,466
127,229,119
267,478,192
170,232,214
90,146,330
31,244,145
5,426,308
123,236,347
297,90,125
306,228,119
53,387,37
277,255,368
233,31,347
89,410,376
37,478,399
261,39,460
142,106,8
428,18,118
279,72,60
79,160,95
131,319,255
44,493,237
315,118,43
215,220,410
167,127,421
409,101,118
192,21,137
347,226,434
461,315,149
293,337,432
67,329,159
214,92,490
283,292,38
182,234,442
385,99,224
306,266,335
165,290,338
37,280,242
182,91,270
339,202,494
18,258,159
66,145,490
299,27,277
50,20,74
83,333,34
238,325,178
27,354,173
495,134,317
402,33,214
399,97,447
211,260,363
438,406,420
232,147,47
72,154,82
443,344,366
394,346,433
324,446,501
277,355,423
105,457,387
488,62,35
400,269,392
16,29,177
140,230,423
39,453,239
5,113,16
27,247,244
64,297,228
125,473,14
472,176,19
98,286,372
157,21,208
88,431,285
267,454,285
191,479,180
15,150,134
351,218,427
53,465,408
482,140,233
450,66,10
81,248,440
437,30,40
266,99,132
32,224,19
188,388,231
32,264,144
120,121,175
37,417,440
294,309,330
235,181,79
205,176,245
144,402,55
206,309,174
167,30,433
298,184,351
484,460,318
456,230,419
38,265,233
245,198,114
247,29,310
30,190,354
366,63,246
224,240,295
83,329,477
106,81,217
235,252,472
32,66,496
489,203,443
488,306,345
207,434,309
2,135,31
157,449,137
189,240,106
425,368,110
211,12,254
496,461,206
152,15,133
289,46,14
448,251,459
194,120,402
183,441,472
489,421,142
490,152,283
328,197,339
195,123,178
173,87,92
485,161,249
81,49,83
253,64,343
269,86,123
55,263,120
423,33,436
197,286,179
105,90,111
382,102,371
88,447,327
383,10,110
25,228,126
464,186,210
457,428,501
383,431,413
222,14,486
122,323,386
378,186,115
233,81,430
239,332,499
192,278,396
325,144,154
32,223,4
425,215,189
343,190,73
465,224,118
41,244,263
218,219,163
183,485,251
5,18,103
371,193,132
247,234,303
244,288,105
443,233,132
302,483,27
201,165,196
115,469,155
319,323,146
201,110,178
229,481,279
363,481,306
199,489,416
425,101,297
220,63,414
378,316,30
373,424,452
338,299,393
189,466,242
244,130,468
214,167,420
340,454,51
82,215,484
411,437,317
288,354,432
178,401,39
196,31,178
143,193,179
418,257,405
69,291,154
418,168,333
446,104,17
63,190,459
414,335,415
54,201,487
201,28,191
105,85,55
179,372,390
472,478,325
317,47,264
481,159,226
146,42,303
202,346,496
465,231,120
308,12,300
147,400,261
418,8,462
285,50,354
151,488,422
18,238,132
357,373,194
161,351,342
272,111,134
213,255,247
85,218,334
213,412,430
76,295,74
64,419,336
80,156,444
195,165,158
244,81,14
136,344,334
328,375,441
6,360,170
345,212,221
501,284,328
467,385,209
185,361,289
305,353,80
265,226,264
463,212,23
273,346,240
335,374,156
49,82,95
36,101,248
181,500,378
436,110,225
279,180,323
75,19,500
355,8,275
381,107,318
345,307,42
471,306,288
312,79,448
230,408,39
343,40,307
427,135,376
5,324,63
223,496,172
458,281,499
439,489,58
395,231,246
487,367,60
469,79,82
450,218,292
242,18,318
141,414,61
79,195,381
23,309,314
383,247,209
442,453,370
122,173,467
329,36,62
107,431,384
468,58,326
182,254,441
16,35,180
5,461,135
97,17,396
195,213,456
437,22,400
179,68,497
442,133,274
13,419,305
461,151,196
298,438,261
432,447,72
111,424,452
63,61,78
246,457,98
139,369,198
343,35,434
76,142,467
159,204,429
122,72,206
486,500,492
60,298,278
108,292,405
254,128,149
184,87,295
342,234,328
272,119,57
36,457,240
336,93,66
310,81,403
149,281,208
168,170,451
187,174,129
286,428,318
471,23,367
182,90,215
20,204,338
287,51,312
402,380,46
80,105,213
171,224,202
381,86,420
264,9,94
281,427,137
230,223,204
221,231,478
336,154,253
316,9,372
233,251,295
232,315,300
267,488,139
212,313,198
232,192,261
400,402,29
109,115,153
283,210,325
383,194,92
62,397,283
231,42,4
78,67,5
61,278,419
311,84,151
395,155,458
136,160,492
65,339,305
11,327,295
426,108,127
347,95,498
66,263,267
229,129,15
464,462,368
425,85,68
135,454,394
450,193,490
492,245,339
309,121,109
146,62,270
416,259,464
225,96,277
214,32,111
153,303,417
223,336,10
444,350,428
329,495,16
164,95,324
489,171,30
253,281,426
273,382,198
58,109,305
124,384,34
283,325,97
76,387,143
470,25,455
248,206,137
422,441,23
321,494,149
494,294,479
116,44,126
150,129,97
353,427,143
440,249,276
286,162,52
128,103,314
78,246,79
141,280,351
436,216,493
97,93,119
238,308,426
384,463,326
12,254,484
57,141,360
215,328,30
6,476,168
111,431,284
445,44,273
21,486,314
454,274,222
92,407,324
397,91,243
274,152,248
434,93,451
439,276,486
335,153,404
235,340,256
391,466,258
296,93,59
285,138,449
380,298,216
483,135,448
335,426,296
476,168,38
280,73,289
450,84,367
409,301,332
94,377,196
163,401,21
54,412,260
452,399,40
129,226,229
17,28,368
28,390,173
115,65,404
448,410,104
477,276,417
478,61,271
445,382,248
391,181,142
281,103,7
412,420,413
323,423,442
464,76,35
157,332,374
460,172,274
412,147,70
269,257,280
98,372,13
341,327,433
207,28,317
370,287,298
271,114,76
453,151,262
152,443,310
161,465,412
138,67,136
399,480,388
169,254,418
235,100,220
469,49,41
434,207,169
162,380,425
23,381,76
48,370,221
406,197,204
56,243,163
54,361,46
473,11,419
138,424,259
301,284,266
109,317,376
388,112,469
220,198,129
251,303,78
114,161,282
222,35,133
26,391,85
44,328,374
376,98,449
54,284,455
407,116,210
169,281,202
216,433,271
343,20,488
312,327,387
286,255,463
386,278,222
42,91,269
448,260,131
401,114,56
345,275,410
451,362,199
331,98,48
349,465,210
347,324,463
128,471,142
393,441,485
469,483,206
109,272,495
202,390,355
13,68,108
438,100,62
499,436,393
290,473,43
468,15,407
187,497,217
59,362,411
24,316,327
213,379,88
102,213,131
476,386,302
101,294,285
468,294,34
217,497,154
238,321,11
40,372,337
2,370,255
282,168,288
300,331,492
134,119,359
251,290,200
143,352,290
100,155,153
396,340,373
383,467,110
187,49,72
175,304,287
420,141,484
2,411,144
436,114,21
393,10,384
127,193,462
455,103,282
446,146,67
116,469,124
185,479,3
262,320,375
276,373,434
314,206,384
400,299,16
393,458,9
429,241,57
362,340,426
175,401,321
441,121,270
112,253,51
11,446,209
237,150,151
405,316,499
377,473,69
438,57,48
245,64,412
483,138,385
73,7,112
144,184,332
334,482,141
462,288,171
352,454,210
138,108,308
437,257,334
202,258,78
71,183,123
291,246,413
421,24,94
53,129,338
293,312,334
43,323,85
98,92,121
234,199,300
440,53,183
187,302,490
364,300,34
454,365,253
126,385,24
94,398,51
360,117,68
476,218,340
322,55,238
349,276,460
216,296,470
94,208,458
3,318,51
142,357,360
40,152,319
299,275,250
326,410,282
302,409,148
445,69,399
384,349,250
350,48,249
55,117,196
55,176,341
162,234,492
123,432,350
349,150,355
318,88,435
185,445,249
416,11,259
319,265,356
183,338,234
329,163,146
462,499,46
406,47,357
282,65,156
298,179,387
349,424,407
353,483,74
87,238,370
191,94,203
309,304,86
388,382,269
271,379,42
169,191,185
355,165,455
42,336,315
315,473,99
137,73,165
299,307,381
377,221,379
413,237,86
101,323,364
365,54,177
184,210,265
352,249,57
293,289,93
19,442,491
481,176,408
314,9,69
319,356,311
70,103,491
148,399,479
296,147,360
485,445,455
126,453,1
403,160,382
263,217,87
449,352,359
19,408,407
485,229,321
43,174,296
376,472,175
319,327,271
7,69,40
391,302,378
313,437,136
389,134,403
410,282,322
175,245,156
498,409,389
365,352,87
451,20,365
313,406,341
415,377,54
219,179,493
262,134,46
260,452,375
74,473,315
56,241,375
430,435,357
338,65,397
251,46,450
394,451,449
205,73,320
43,103,348
137,49,386
346,166,1
148,51,290
383,444,493
89,293,355
141,219,19
17,20,416
1,336,477
349,96,84
344,291,259
406,358,471
7,39,116
177,7,99
445,259,188
164,271,70
257,3,390
166,307,365
320,70,158
442,388,313
385,498,308
100,391,379
257,116,329
156,378,291
377,467,78
397,86,331
56,450,452
263,462,432
429,26,166
1,357,463
235,219,437
241,102,406
313,74,116
352,73,364
56,260,130
205,403,185
96,117,333
493,389,99
71,470,246
398,293,69
316,113,93
166,346,333
68,26,270
404,59,411
263,466,290
481,364,172
359,348,477
34,200,204
229,475,204
158,365,91
43,326,389
356,237,272
362,451,375
226,408,407
289,75,379
143,409,331
96,211,34
1,348,468
467,15,39
362,89,369
477,164,357
270,403,172
379,262,89
236,84,346
211,130,482
259,313,398
102,107,268
344,188,390
52,415,128
394,205,164
222,241,470
430,475,456
358,415,197
432,475,71
84,356,211
320,211,291
242,56,52
219,307,158
331,304,391
148,403,200
415,24,164
493,498,203
341,156,75
185,17,409
26,466,429
70,369,226
160,480,460
482,68,344
24,158,395
199,7,275
369,471,480
57,421,147
439,359,424
475,369,435
453,166,88
130,155,157
52,117,415
392,184,359
289,430,301
296,275,369
164,177,157
392,394,358
250,59,113
139,75,387
361,435,82
155,401,474
395,188,59
435,256,396
361,304,155
389,203,301
376,25,177
130,236,203
361,41,25
96,474,395
322,268,102
392,71,242
392,203,71
184,268,113
358,242,160
474,396,41
52,430,236
344,25,435
268,148,456
322,171,158
250,359,471
160,480,256
236,272,358
456,75,322
236,401,301
250,171,322
250,256,171
256,480,26
113,256,480
